INSTANCE,ALGORITHM,SEED,STATUS,OBJECTIVE,NODES
usAbbrv-8-25_70,cplex-polishing,281,Feasible,121,50008
usAbbrv-8-25_70,maravilha,281,Feasible,121,50440
usAbbrv-8-25_70,none,281,Feasible,123,50000
usAbbrv-8-25_70,rothberg,281,Feasible,122,50031
usAbbrv-8-25_70,cplex-default,409,Feasible,124,68196
usAbbrv-8-25_70,cplex-polishing,409,Feasible,121,50013
usAbbrv-8-25_70,maravilha,409,Feasible,121,50643
usAbbrv-8-25_70,none,409,Feasible,124,50000
usAbbrv-8-25_70,rothberg,409,Feasible,121,50334
usAbbrv-8-25_70,cplex-default,541,Feasible,123,64096
usAbbrv-8-25_70,cplex-polishing,541,Feasible,120,50008
usAbbrv-8-25_70,maravilha,541,Feasible,120,50513
usAbbrv-8-25_70,none,541,Feasible,123,50000
usAbbrv-8-25_70,rothberg,541,Feasible,120,50026
wnq-n100-mw99-14,cplex-default,29,Feasible,277,75068
wnq-n100-mw99-14,cplex-polishing,29,Feasible,269,50008
wnq-n100-mw99-14,maravilha,29,Feasible,270,50047
wnq-n100-mw99-14,none,29,Feasible,279,50000
wnq-n100-mw99-14,rothberg,29,Feasible,269,50002
wnq-n100-mw99-14,cplex-default,173,Feasible,277,76775
wnq-n100-mw99-14,cplex-polishing,173,Feasible,277,50008
wnq-n100-mw99-14,maravilha,173,Feasible,277,50046
wnq-n100-mw99-14,none,173,Feasible,277,50000
wnq-n100-mw99-14,rothberg,173,Feasible,272,50001
wnq-n100-mw99-14,cplex-default,281,Feasible,279,75723
wnq-n100-mw99-14,cplex-polishing,281,Feasible,271,50008
wnq-n100-mw99-14,maravilha,281,Feasible,272,50051
wnq-n100-mw99-14,none,281,Feasible,279,50000
wnq-n100-mw99-14,rothberg,281,Feasible,274,50001
wnq-n100-mw99-14,cplex-default,409,Feasible,281,76278
wnq-n100-mw99-14,cplex-polishing,409,Feasible,267,50008
wnq-n100-mw99-14,maravilha,409,Feasible,281,50058
wnq-n100-mw99-14,none,409,Feasible,281,50000
wnq-n100-mw99-14,rothberg,409,Feasible,269,50001
wnq-n100-mw99-14,cplex-default,541,Feasible,272,75573
wnq-n100-mw99-14,cplex-polishing,541,Feasible,272,50008
wnq-n100-mw99-14,maravilha,541,Feasible,272,50046
wnq-n100-mw99-14,none,541,Feasible,272,50000
wnq-n100-mw99-14,rothberg,541,Feasible,268,50001
